link_url,img_src,coordinates
https://www.equatorinitiative.org/2017/06/27/action-iec-pour-la-campagne-de-denonciation-a-laid-des-ntic/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/8080021513_9c6f5d71f8_k-650x415.jpg,9.3640891_14.909684599999991
https://www.equatorinitiative.org/2017/06/28/activites-de-controle-et-de-surveillance-communautaire-de-lamp-soariake/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/37de7735fef20332789a9aecc8e160ee-Comite-Controle-Surveillance_Soariake-Madagascar-650x415.jpg,-23.3675936_43.67710360000001
https://www.equatorinitiative.org/2017/06/29/activites-de-sensibilisation-et-education-environnementale/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/aec1e82c0d98d6adf486f4652431687c-Comite-Controle-Surveillance_Intronisation_Soariake-Madagascar-650x415.jpg,-23.3516191_43.68549359999997
https://www.equatorinitiative.org/2017/07/10/adaptabilidad/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/10598497763_b2c0daa536_k-650x415.jpg,9.236872_-75.72339399999998
https://www.equatorinitiative.org/2020/04/24/solution11404/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,20.593684_78.96288
https://www.equatorinitiative.org/2017/07/14/administracion-del-area-protegida-montana-el-carbon-por-el-pueblo-indigena-pech/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/ebf30d3a91b48a7bf0b2d07fabaa9c05-inspeccion-descombro-650x415.jpg,14.809753809808111_-85.7619116256256
https://www.equatorinitiative.org/2017/07/11/adopcion-de-financiamiento/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/1f751ed0a426dbb0c66f67f8feb5352a-DSCN0089-650x415.jpg,17.4057194_-96.53856189999999
https://www.equatorinitiative.org/2017/08/07/adoption-of-organic-farming-quick-composting-and-neem-seeds-oil-extracts-as-alternative-to-pesticides-and-fertilizers/,https://www.equatorinitiative.org/wp-content/uploads/2017/08/9aaab3153ed115c1bc94c3a16dc2420b-Preparing-to-extract-neem-oil-650x415.jpg,13.5365174_-14.93158470000003
https://www.equatorinitiative.org/2020/04/24/solution11374/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,12.879721_121.774017
https://www.equatorinitiative.org/2020/04/24/solution11360/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,7.369722_12.354722
https://www.equatorinitiative.org/2017/08/02/agbara-onura-biodiversity-conservation-project/,https://www.equatorinitiative.org/wp-content/uploads/2017/08/1b6ba36dd13844fad8c3037d3a84083c-onura-forest-1-650x415.jpg,4.815554_7.049844200000052
https://www.equatorinitiative.org/2020/04/24/solution11467/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,12.879721_121.774017
https://www.equatorinitiative.org/2020/04/24/solution11098/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,7.369722_12.354722
https://www.equatorinitiative.org/2020/04/24/solution11133/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,16.002082_-24.013197
https://www.equatorinitiative.org/2017/07/13/agro-ekologi/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/b1c9e27fd809decf2d33f6d46755ac71-IMG_20150804_215124-650x415.jpg,-7.203464472807333_107.88514990615158
https://www.equatorinitiative.org/2020/04/24/solution11417/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,12.879721_121.774017
https://www.equatorinitiative.org/2017/08/04/agro-forestry-strong-roots-distributes-and-plants-over-100000-trees-per-year-in-villages-surrounding-the-community-forest/,https://www.equatorinitiative.org/wp-content/uploads/2017/08/1540566199_a9e835fc8e_o-650x415.jpg,-4.038333_21.758663999999953
https://www.equatorinitiative.org/2017/06/05/agroecology-trainings-and-the-farmer-to-farmer-methodology/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/33333333333333333333-650x415.jpg,19.999953608994744_73.79435132648928
https://www.equatorinitiative.org/2017/06/06/agroforestry-systems/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/6429565565_156072be67_b-650x415.jpg,1.0434287077958722_34.99947719049078
https://www.equatorinitiative.org/2020/04/24/solution11268/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-1.831239_-78.183406
https://www.equatorinitiative.org/2017/06/27/aide-a-la-mise-en-place-dune-activite-ecotouristique-et-a-la-promotion-de-loffre-de-lapff-au-niveau-local/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/f9a07e76facf90d24c19a6d77e8e0d96-Fiche-identification-colibri-650x415.png,46.615063466980864_0.31586081640625707
https://www.equatorinitiative.org/2017/06/27/aide-a-la-mise-en-place-de-la-gestion-technique-et-scientifique-de-la-zone-de-lapff-dans-le-but-de-conserver-et-preserver-la-biodiversite-de-lacr-ce/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/a41854123afab5887d2e3b9e576574a3-Monitoring-650x415.jpg,46.615063466980864_0.31586081640625707
https://www.equatorinitiative.org/2020/04/24/solution11175/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-4.038333_21.758664
https://www.equatorinitiative.org/2020/04/24/solution11151/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,48.019573_66.923684
https://www.equatorinitiative.org/2020/04/24/solution11334/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-0.789275_113.921327
https://www.equatorinitiative.org/2017/07/06/alternativa-de-renda-a-extracao-ilegal-de-minhocucu-e-manutencao-do-cerrado-em-pe/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/2d09c07d6d7bca4907a7e81caecb2ed1-Produtos-feitos-de-pequi-650x415.jpg,-10.430403510277815_-62.491466904907156
https://www.equatorinitiative.org/2017/07/10/alternativa-ecoturistica-para-el-uso-del-manglar/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/26668530771_4e740606b4_k-650x415.jpg,8.537981_-80.782127
https://www.equatorinitiative.org/2017/06/22/alternative-to-unsustainable-overfishing-and-depletion-of-nearshore-resources/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/bf1288092df8a3f3663adc889b451b08-liveSharks-650x415.jpg,-8.691295276771005_115.22711390185236
https://www.equatorinitiative.org/2017/06/23/amelioration-de-la-couverture-vegetale-et-regulariser-les-donnees-climatiques-en-utilisant-le-charbon-vert/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/a0c31927f4fa0256ca08739d21ba6692-Briquette-de-charon-vert--650x415.jpg,19.095166317072273_-72.691709140625
https://www.equatorinitiative.org/2017/06/23/amelioration-de-la-fertilite-des-sols-et-fixation-du-co2-durablement-dans-sol-en-utilisant-le-biochar/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/4b9cb7751fcc9171ea47e2d1759305c6-JTA-avec-biochar--650x415.jpg,19.61336870541143_-71.77834052797851
https://www.equatorinitiative.org/2020/04/24/solution11391/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-1.831239_-78.183406
https://www.equatorinitiative.org/2020/04/24/solution11024/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,1.373333_32.290275
https://www.equatorinitiative.org/2017/07/31/annual-bel-riv-commerce-and-eco-tourism-expo-commenced/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/0f4f247a08c5c5b4d8bf2ca38b565e0e-CBS-EXPO-650x415.jpg,17.5563367_-88.53807169999999
https://www.equatorinitiative.org/2017/08/03/annual-bel-riv-commerce-and-eco-tourism-expo-commenced-2/,https://www.equatorinitiative.org/wp-content/uploads/2017/08/0f4f247a08c5c5b4d8bf2ca38b565e0e-CBS-EXPO-650x415.jpg,17.5658702_-88.5396131
https://www.equatorinitiative.org/2017/06/05/the-revitalisation-of-traditional-management-of-the-admiralty-cuscus-2/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/8073787184_4bdc9104a2_k-650x415.jpg,-2.030192627721597_147.27944669577028
https://www.equatorinitiative.org/2017/07/10/apoyo-a-los-medios-de-vida-locales-implementacion-de-unidades-productivas-en-las-veredas-con-cuyes-huertas-caseras-y-hortalizas-con-principios-agroecologicos-y-conformacion-de-reservas-naturales-de/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/7901693018_23dbae15bb_o-650x415.jpg,1.1622815_-77.15667940000003
https://www.equatorinitiative.org/2017/08/04/application-of-redd-carbon-credits-to-benefit-community-livelihoods/,https://www.equatorinitiative.org/wp-content/uploads/2017/08/4f8c9f26c9abede1e9956c06e7a3ffe6-elephants9-650x415.jpg,37.8965432_-122.5158298
https://www.equatorinitiative.org/2017/06/21/application-of-solar-energy-in-fish-sauce-production/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/48857a35a1c9801ce4a52d35af1e7815-IMG_5120-650x415.jpg,18.34203793712609_105.9051233881828
https://www.equatorinitiative.org/2017/06/23/appui-a-la-promotion-par-la-gestion-rationnelle-des-ressources-naturelles-sur-le-territoire-de-la-commune-de-ain-ghoraba-impact-primordiale-pour-lenvironnement/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/2-2-650x415.jpg,28.21215304688516_-0.15294647924804394
https://www.equatorinitiative.org/2020/04/24/solution11091/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-4.038333_21.758664
https://www.equatorinitiative.org/2020/04/24/solution11156/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,7.369722_12.354722
https://www.equatorinitiative.org/2020/04/24/solution11104/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,31.791702_-7.09262
https://www.equatorinitiative.org/2017/07/10/aprovechamiento-integral-de-la-cana-de-azucar/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/6b6febc4349d297dfc6c723778729d1a-031-650x415.jpg,-28.41334319923898_-59.26107518227843
https://www.equatorinitiative.org/2017/07/07/aprovechamiento-sostenible-de-fauna-silvestre-contribuye-a-la-seguridad-alimentaria-y-generacion-de-ingresos-economicos/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/12526573543_6a5de3ca1e_o-650x415.jpg,-9.189967_-75.015152
https://www.equatorinitiative.org/2017/07/10/aprovechamiento-y-uso-sostenible-de-la-biodiversidad-del-bosque-seco-tropical/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/b308a36af3f034d5f8bfa72cca2f004f-Restauración-BST-650x415.jpg,4.570868_-74.29733299999998
https://www.equatorinitiative.org/2017/07/06/aproveitamento-das-agua-cinzas-banho-e-da-cozinha/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/784d3bac4cea2d2c5bf53948c7526a5e-IMG_5322-1-650x415.jpg,-23.6690722_-46.65636710000001
https://www.equatorinitiative.org/2017/07/05/aproveitamento-do-potencial-da-regiao-semiarida/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/543d52294bb7a4ba96d22fcb155c0e5a-13418741_115426022217037_6247707608733666445_n-650x415.jpg,-25.448539684035897_-49.31595268090058
https://www.equatorinitiative.org/2020/04/24/solution11249/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-9.189967_-75.015152
https://www.equatorinitiative.org/2020/04/24/solution11287/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-1.831239_-78.183406
https://www.equatorinitiative.org/2017/07/14/areas-destinadas-de-forma-voluntaria-para-la-conservacion-advc/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/2d533da1e7ee343b2ca7327ccb24e02e-DSCN3517-650x415.jpg,17.955282731576784_-96.15944531034239
https://www.equatorinitiative.org/2017/08/07/art-for-conservation-education/,https://www.equatorinitiative.org/wp-content/uploads/2017/08/3213881972_ac1df883e4_o-650x415.jpg,0.0181923_37.07514400000002
https://www.equatorinitiative.org/2017/07/06/artesanatos-em-latex/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/19dcec89bde209e19962b5c40c1bd024-borrachajpg-650x415.jpg,-9.270073129244134_-68.87512868626709
https://www.equatorinitiative.org/2020/04/24/solution11279/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-9.189967_-75.015152
https://www.equatorinitiative.org/2017/07/06/articulacao-em-rede/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/1f33ac20a407c8f050bafa164b229ad4-12654487_970512783023699_747241847918869850_n-650x415.jpg,-5.1922788_-37.338705800000014
https://www.equatorinitiative.org/2017/08/03/artificial-reefs-to-rehabilitate-fisheries/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/fcea1f08acdcc24c880f0abcf5e99ee9-Picture-190-650x415.jpg,26.8118673_55.89132070000005
https://www.equatorinitiative.org/2017/07/06/arvore-de-decisao-para-escolha-de-tecnologias-sustentaveis-no-tratamento-e-reuso-domiciliar/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/4060547387_23c3db0d59_b-650x415.jpg,-10.430403510277815_-62.491466904907156
https://www.equatorinitiative.org/2020/04/24/solution11173/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,7.369722_12.354722
https://www.equatorinitiative.org/2020/04/24/solution11206/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,4.570868_-74.297333
https://www.equatorinitiative.org/2020/04/24/solution11309/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,4.570868_-74.297333
https://www.equatorinitiative.org/2020/04/24/solution11316/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-1.831239_-78.183406
https://www.equatorinitiative.org/2020/04/24/solution11289/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,4.570868_-74.297333
https://www.equatorinitiative.org/2020/04/24/solution11242/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,9.748917_-83.753428
https://www.equatorinitiative.org/2020/04/24/solution11300/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,4.570868_-74.297333
https://www.equatorinitiative.org/2020/04/24/solution11215/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,4.570868_-74.297333
https://www.equatorinitiative.org/2020/04/24/solution11232/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,18.735693_-70.162651
https://www.equatorinitiative.org/2020/04/24/solution11318/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,6.42375_-66.58973
https://www.equatorinitiative.org/2020/04/24/solution11257/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-16.290154_-63.588653
https://www.equatorinitiative.org/2020/04/24/solution11322/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,4.570868_-74.297333
https://www.equatorinitiative.org/2020/04/24/solution11298/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-1.831239_-78.183406
https://www.equatorinitiative.org/2017/07/11/asociacion-de-artesanos-y-servicios-marinos-arsemar/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/81066db0cef1558bf111134e7b1035da-artesanas-de-Arsemar-650x415.jpg,18.516214530084092_-68.37968950370475
https://www.equatorinitiative.org/2020/04/24/solution11217/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,4.570868_-74.297333
https://www.equatorinitiative.org/2020/04/24/solution11196/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-9.189967_-75.015152
https://www.equatorinitiative.org/2020/04/24/solution11270/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,4.570868_-74.297333
https://www.equatorinitiative.org/2020/04/24/solution11228/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,15.199999_-86.241905
https://www.equatorinitiative.org/2020/04/24/solution11197/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,15.783471_-90.230759
https://www.equatorinitiative.org/2020/04/24/solution11025/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-9.189967_-75.015152
https://www.equatorinitiative.org/2020/04/24/solution11293/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,15.783471_-90.230759
https://www.equatorinitiative.org/2020/04/24/solution11221/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-1.831239_-78.183406
https://www.equatorinitiative.org/2020/04/24/solution11277/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-9.189967_-75.015152
https://www.equatorinitiative.org/2020/04/24/solution11302/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-9.189967_-75.015152
https://www.equatorinitiative.org/2020/04/24/solution11314/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,4.570868_-74.297333
https://www.equatorinitiative.org/2020/04/24/solution11247/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-1.831239_-78.183406
https://www.equatorinitiative.org/2020/04/24/solution11233/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-9.189967_-75.015152
https://www.equatorinitiative.org/2020/04/24/solution11254/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,15.783471_-90.230759
https://www.equatorinitiative.org/2020/04/24/solution11202/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-1.831239_-78.183406
https://www.equatorinitiative.org/2020/04/24/solution11303/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-1.831239_-78.183406
https://www.equatorinitiative.org/2020/04/24/solution11239/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-1.831239_-78.183406
https://www.equatorinitiative.org/2020/04/24/solution11365/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-16.290154_-63.588653
https://www.equatorinitiative.org/2020/04/24/solution11324/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-9.189967_-75.015152
https://www.equatorinitiative.org/2020/04/24/solution11304/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-9.189967_-75.015152
https://www.equatorinitiative.org/2020/04/24/solution11209/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-1.831239_-78.183406
https://www.equatorinitiative.org/2020/04/24/solution11296/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,4.570868_-74.297333
https://www.equatorinitiative.org/2020/04/24/solution11218/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-1.831239_-78.183406
https://www.equatorinitiative.org/2020/04/24/solution11204/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-35.675147_-71.542969
https://www.equatorinitiative.org/2020/04/24/solution11266/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-1.831239_-78.183406
https://www.equatorinitiative.org/2020/04/24/solution11450/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,15.783471_-90.230759
https://www.equatorinitiative.org/2020/04/24/solution11207/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-9.189967_-75.015152
https://www.equatorinitiative.org/2020/04/24/solution11311/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,23.634501_-102.552784
https://www.equatorinitiative.org/2020/04/24/solution11132/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-14.235004_-51.92528
https://www.equatorinitiative.org/2020/04/24/solution11138/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-14.235004_-51.92528
https://www.equatorinitiative.org/2020/04/24/solution11126/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-14.235004_-51.92528
https://www.equatorinitiative.org/2020/04/24/solution11129/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-14.235004_-51.92528
https://www.equatorinitiative.org/2020/04/24/solution11137/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-14.235004_-51.92528
https://www.equatorinitiative.org/2020/04/24/solution11157/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,15.454166_18.732207
https://www.equatorinitiative.org/2020/04/24/solution11114/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-18.766947_46.869107
https://www.equatorinitiative.org/2020/04/24/solution11167/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-4.038333_21.758664
https://www.equatorinitiative.org/2020/04/24/solution11153/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-0.803689_11.609444
https://www.equatorinitiative.org/2020/04/24/solution11410/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,31.791702_-7.09262
https://www.equatorinitiative.org/2020/04/24/solution11191/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,33.886917_9.537499
https://www.equatorinitiative.org/2020/04/24/solution11119/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,14.497401_-14.452362
https://www.equatorinitiative.org/2020/04/24/solution11097/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,31.791702_-7.09262
https://www.equatorinitiative.org/2020/04/24/solution11155/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,19.85627_102.495496
https://www.equatorinitiative.org/2020/04/24/solution11158/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,7.369722_12.354722
https://www.equatorinitiative.org/2020/04/24/solution11022/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-20.348404_57.552152
https://www.equatorinitiative.org/2020/04/24/solution11112/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,31.791702_-7.09262
https://www.equatorinitiative.org/2020/04/24/solution11108/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-18.766947_46.869107
https://www.equatorinitiative.org/2020/04/24/solution11192/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,31.791702_-7.09262
https://www.equatorinitiative.org/2020/04/24/solution11094/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,7.369722_12.354722
https://www.equatorinitiative.org/2020/04/24/solution11110/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,6.611111_20.939444
https://www.equatorinitiative.org/2020/04/24/solution11113/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-18.766947_46.869107
https://www.equatorinitiative.org/2020/04/24/solution11165/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,12.238333_-1.561593
https://www.equatorinitiative.org/2020/04/24/solution11136/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-14.235004_-51.92528
https://www.equatorinitiative.org/2017/07/14/aumentado-la-participacion-de-la-mujeres-ninos-y-jovenes-en-las-iniciativas-economicas-como-pare-del-empoderamiento-mediante-las-acciones-educativas-ambientales-culturales/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/687916dec4e24b79ceddc65b6d504799-20160930_155319-650x415.jpg,15.199999_-86.24190499999997
